"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Deck","Room_1","Room_2","Room_3","Room_4"
"327","0","3","male",61,0,0,6.2375,"S","Mr",NA,NA,NA,NA,NA
"328","1","2","female",36,0,0,13,"S","Mrs",NA,NA,NA,NA,NA
"329","1","3","female",31,1,1,20.525,"S","Mrs",NA,NA,NA,NA,NA
"330","1","1","female",16,0,1,57.9792,"C","Miss","B","Port",NA,NA,NA
"331","1","3","female",21.7739726027397,2,0,23.25,"Q","Miss",NA,NA,NA,NA,NA
"332","0","1","male",45.5,0,0,28.5,"S","Mr","C","Port",NA,NA,NA
"333","0","1","male",38,0,1,153.4625,"S","Mr","C","Starboard",NA,NA,NA
"334","0","3","male",16,2,0,18,"S","Mr",NA,NA,NA,NA,NA
"335","1","1","female",35.8981481481481,1,0,133.65,"S","Mrs",NA,NA,NA,NA,NA
"336","0","3","male",32.3680904522613,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"337","0","1","male",29,1,0,66.6,"S","Mr","C","Port",NA,NA,NA
"338","1","1","female",41,0,0,134.5,"C","Miss","E","Port",NA,NA,NA
"339","1","3","male",45,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"340","0","1","male",45,0,0,35.5,"S","Mr",NA,NA,NA,NA,NA
"341","1","2","male",2,1,1,26,"S","Master","F","Port",NA,NA,NA
"342","1","1","female",24,3,2,263,"S","Miss","C","Starboard","Starboard","Starboard",NA
"343","0","2","male",28,0,0,13,"S","Mr",NA,NA,NA,NA,NA
"344","0","2","male",25,0,0,13,"S","Mr",NA,NA,NA,NA,NA
"345","0","2","male",36,0,0,13,"S","Mr",NA,NA,NA,NA,NA
"346","1","2","female",24,0,0,13,"S","Miss","F","Starboard",NA,NA,NA
"347","1","2","female",40,0,0,13,"S","Miss",NA,NA,NA,NA,NA
"348","1","3","female",35.8981481481481,1,0,16.1,"S","Mrs",NA,NA,NA,NA,NA
"349","1","3","male",3,1,1,15.9,"S","Master",NA,NA,NA,NA,NA
"350","0","3","male",42,0,0,8.6625,"S","Mr",NA,NA,NA,NA,NA
"351","0","3","male",23,0,0,9.225,"S","Mr",NA,NA,NA,NA,NA
"352","0","1","male",32.3680904522613,0,0,35,"S","Mr","C","Port",NA,NA,NA
"353","0","3","male",15,1,1,7.2292,"C","Mr",NA,NA,NA,NA,NA
"354","0","3","male",25,1,0,17.8,"S","Mr",NA,NA,NA,NA,NA
"355","0","3","male",32.3680904522613,0,0,7.225,"C","Mr",NA,NA,NA,NA,NA
"356","0","3","male",28,0,0,9.5,"S","Mr",NA,NA,NA,NA,NA
"357","1","1","female",22,0,1,55,"S","Miss","E","Starboard",NA,NA,NA
"358","0","2","female",38,0,0,13,"S","Miss",NA,NA,NA,NA,NA
"359","1","3","female",21.7739726027397,0,0,7.8792,"Q","Miss",NA,NA,NA,NA,NA
"360","1","3","female",21.7739726027397,0,0,7.8792,"Q","Miss",NA,NA,NA,NA,NA
"361","0","3","male",40,1,4,27.9,"S","Mr",NA,NA,NA,NA,NA
"362","0","2","male",29,1,0,27.7208,"C","Mr",NA,NA,NA,NA,NA
"363","0","3","female",45,0,1,14.4542,"C","Mrs",NA,NA,NA,NA,NA
"364","0","3","male",35,0,0,7.05,"S","Mr",NA,NA,NA,NA,NA
"365","0","3","male",32.3680904522613,1,0,15.5,"Q","Mr",NA,NA,NA,NA,NA
"366","0","3","male",30,0,0,7.25,"S","Mr",NA,NA,NA,NA,NA
"367","1","1","female",60,1,0,75.25,"C","Mrs","D","Starboard",NA,NA,NA
"368","1","3","female",35.8981481481481,0,0,7.2292,"C","Mrs",NA,NA,NA,NA,NA
"369","1","3","female",21.7739726027397,0,0,7.75,"Q","Miss",NA,NA,NA,NA,NA
"370","1","1","female",24,0,0,69.3,"C","Mme","B","Starboard",NA,NA,NA
"371","1","1","male",25,1,0,55.4417,"C","Mr","E","Port",NA,NA,NA
"372","0","3","male",18,1,0,6.4958,"S","Mr",NA,NA,NA,NA,NA
"373","0","3","male",19,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"374","0","1","male",22,0,0,135.6333,"C","Mr",NA,NA,NA,NA,NA
"375","0","3","female",3,3,1,21.075,"S","Miss",NA,NA,NA,NA,NA
"376","1","1","female",35.8981481481481,1,0,82.1708,"C","Mrs",NA,NA,NA,NA,NA
"377","1","3","female",22,0,0,7.25,"S","Miss",NA,NA,NA,NA,NA
"378","0","1","male",27,0,2,211.5,"C","Mr","C","Port",NA,NA,NA
"379","0","3","male",20,0,0,4.0125,"C","Mr",NA,NA,NA,NA,NA
"380","0","3","male",19,0,0,7.775,"S","Mr",NA,NA,NA,NA,NA
"381","1","1","female",42,0,0,227.525,"C","Miss",NA,NA,NA,NA,NA
"382","1","3","female",1,0,2,15.7417,"C","Miss",NA,NA,NA,NA,NA
"383","0","3","male",32,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"384","1","1","female",35,1,0,52,"S","Mrs",NA,NA,NA,NA,NA
"385","0","3","male",32.3680904522613,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"386","0","2","male",18,0,0,73.5,"S","Mr",NA,NA,NA,NA,NA
"387","0","3","male",1,5,2,46.9,"S","Master",NA,NA,NA,NA,NA
"388","1","2","female",36,0,0,13,"S","Miss",NA,NA,NA,NA,NA
"389","0","3","male",32.3680904522613,0,0,7.7292,"Q","Mr",NA,NA,NA,NA,NA
"390","1","2","female",17,0,0,12,"C","Miss",NA,NA,NA,NA,NA
"391","1","1","male",36,1,2,120,"S","Mr","B","Port","Port",NA,NA
"392","1","3","male",21,0,0,7.7958,"S","Mr",NA,NA,NA,NA,NA
"393","0","3","male",28,2,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"394","1","1","female",23,1,0,113.275,"C","Miss","D","Port",NA,NA,NA
"395","1","3","female",24,0,2,16.7,"S","Mrs","G","Port",NA,NA,NA
"396","0","3","male",22,0,0,7.7958,"S","Mr",NA,NA,NA,NA,NA
"397","0","3","female",31,0,0,7.8542,"S","Miss",NA,NA,NA,NA,NA
"398","0","2","male",46,0,0,26,"S","Mr",NA,NA,NA,NA,NA
"399","0","2","male",23,0,0,10.5,"S","Dr",NA,NA,NA,NA,NA
"400","1","2","female",28,0,0,12.65,"S","Mrs",NA,NA,NA,NA,NA
"401","1","3","male",39,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"402","0","3","male",26,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"403","0","3","female",21,1,0,9.825,"S","Miss",NA,NA,NA,NA,NA
"404","0","3","male",28,1,0,15.85,"S","Mr",NA,NA,NA,NA,NA
"405","0","3","female",20,0,0,8.6625,"S","Miss",NA,NA,NA,NA,NA
"406","0","2","male",34,1,0,21,"S","Mr",NA,NA,NA,NA,NA
"407","0","3","male",51,0,0,7.75,"S","Mr",NA,NA,NA,NA,NA
"408","1","2","male",3,1,1,18.75,"S","Master",NA,NA,NA,NA,NA
"409","0","3","male",21,0,0,7.775,"S","Mr",NA,NA,NA,NA,NA
"410","0","3","female",21.7739726027397,3,1,25.4667,"S","Miss",NA,NA,NA,NA,NA
"411","0","3","male",32.3680904522613,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"412","0","3","male",32.3680904522613,0,0,6.8583,"Q","Mr",NA,NA,NA,NA,NA
"413","1","1","female",33,1,0,90,"Q","Miss","C","Port",NA,NA,NA
"414","0","2","male",32.3680904522613,0,0,0,"S","Mr",NA,NA,NA,NA,NA
"415","1","3","male",44,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"416","0","3","female",35.8981481481481,0,0,8.05,"S","Mrs",NA,NA,NA,NA,NA
"417","1","2","female",34,1,1,32.5,"S","Mrs",NA,NA,NA,NA,NA
"418","1","2","female",18,0,2,13,"S","Miss",NA,NA,NA,NA,NA
"419","0","2","male",30,0,0,13,"S","Mr",NA,NA,NA,NA,NA
"420","0","3","female",10,0,2,24.15,"S","Miss",NA,NA,NA,NA,NA
"421","0","3","male",32.3680904522613,0,0,7.8958,"C","Mr",NA,NA,NA,NA,NA
"422","0","3","male",21,0,0,7.7333,"Q","Mr",NA,NA,NA,NA,NA
"423","0","3","male",29,0,0,7.875,"S","Mr",NA,NA,NA,NA,NA
"424","0","3","female",28,1,1,14.4,"S","Mrs",NA,NA,NA,NA,NA
"425","0","3","male",18,1,1,20.2125,"S","Mr",NA,NA,NA,NA,NA
"426","0","3","male",32.3680904522613,0,0,7.25,"S","Mr",NA,NA,NA,NA,NA
"427","1","2","female",28,1,0,26,"S","Mrs",NA,NA,NA,NA,NA
"428","1","2","female",19,0,0,26,"S","Miss",NA,NA,NA,NA,NA
"429","0","3","male",32.3680904522613,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"430","1","3","male",32,0,0,8.05,"S","Mr","E","Port",NA,NA,NA
"431","1","1","male",28,0,0,26.55,"S","Mr","C","Port",NA,NA,NA
"432","1","3","female",35.8981481481481,1,0,16.1,"S","Mrs",NA,NA,NA,NA,NA
"433","1","2","female",42,1,0,26,"S","Mrs",NA,NA,NA,NA,NA
"434","0","3","male",17,0,0,7.125,"S","Mr",NA,NA,NA,NA,NA
"435","0","1","male",50,1,0,55.9,"S","Mr","E","Port",NA,NA,NA
"436","1","1","female",14,1,2,120,"S","Miss","B","Port","Port",NA,NA
"437","0","3","female",21,2,2,34.375,"S","Miss",NA,NA,NA,NA,NA
"438","1","2","female",24,2,3,18.75,"S","Mrs",NA,NA,NA,NA,NA
"439","0","1","male",64,1,4,263,"S","Mr","C","Starboard","Starboard","Starboard",NA
"440","0","2","male",31,0,0,10.5,"S","Mr",NA,NA,NA,NA,NA
"441","1","2","female",45,1,1,26.25,"S","Mrs",NA,NA,NA,NA,NA
"442","0","3","male",20,0,0,9.5,"S","Mr",NA,NA,NA,NA,NA
"443","0","3","male",25,1,0,7.775,"S","Mr",NA,NA,NA,NA,NA
"444","1","2","female",28,0,0,13,"S","Ms",NA,NA,NA,NA,NA
"445","1","3","male",32.3680904522613,0,0,8.1125,"S","Mr",NA,NA,NA,NA,NA
"446","1","1","male",4,0,2,81.8583,"S","Master","A","Port",NA,NA,NA
"447","1","2","female",13,0,1,19.5,"S","Miss",NA,NA,NA,NA,NA
"448","1","1","male",34,0,0,26.55,"S","Mr",NA,NA,NA,NA,NA
"449","1","3","female",5,2,1,19.2583,"C","Miss",NA,NA,NA,NA,NA
"450","1","1","male",52,0,0,30.5,"S","Major","C","Port",NA,NA,NA
"451","0","2","male",36,1,2,27.75,"S","Mr",NA,NA,NA,NA,NA
"452","0","3","male",32.3680904522613,1,0,19.9667,"S","Mr",NA,NA,NA,NA,NA
"453","0","1","male",30,0,0,27.75,"C","Mr","C","Starboard",NA,NA,NA
"454","1","1","male",49,1,0,89.1042,"C","Mr","C","Port",NA,NA,NA
"455","0","3","male",32.3680904522613,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"456","1","3","male",29,0,0,7.8958,"C","Mr",NA,NA,NA,NA,NA
"457","0","1","male",65,0,0,26.55,"S","Mr","E","Port",NA,NA,NA
"458","1","1","female",35.8981481481481,1,0,51.8625,"S","Mrs","D","Starboard",NA,NA,NA
"459","1","2","female",50,0,0,10.5,"S","Miss",NA,NA,NA,NA,NA
"460","0","3","male",32.3680904522613,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"461","1","1","male",48,0,0,26.55,"S","Mr","E","Port",NA,NA,NA
"462","0","3","male",34,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"463","0","1","male",47,0,0,38.5,"S","Mr","E","Starboard",NA,NA,NA
"464","0","2","male",48,0,0,13,"S","Mr",NA,NA,NA,NA,NA
"465","0","3","male",32.3680904522613,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"466","0","3","male",38,0,0,7.05,"S","Mr",NA,NA,NA,NA,NA
"467","0","2","male",32.3680904522613,0,0,0,"S","Mr",NA,NA,NA,NA,NA
"468","0","1","male",56,0,0,26.55,"S","Mr",NA,NA,NA,NA,NA
"469","0","3","male",32.3680904522613,0,0,7.725,"Q","Mr",NA,NA,NA,NA,NA
"470","1","3","female",0.75,2,1,19.2583,"C","Miss",NA,NA,NA,NA,NA
"471","0","3","male",32.3680904522613,0,0,7.25,"S","Mr",NA,NA,NA,NA,NA
"472","0","3","male",38,0,0,8.6625,"S","Mr",NA,NA,NA,NA,NA
"473","1","2","female",33,1,2,27.75,"S","Mrs",NA,NA,NA,NA,NA
"474","1","2","female",23,0,0,13.7917,"C","Mrs",NA,NA,NA,NA,NA
"475","0","3","female",22,0,0,9.8375,"S","Miss",NA,NA,NA,NA,NA
"476","0","1","male",32.3680904522613,0,0,52,"S","Mr","A","Port",NA,NA,NA
"477","0","2","male",34,1,0,21,"S","Mr",NA,NA,NA,NA,NA
"478","0","3","male",29,1,0,7.0458,"S","Mr",NA,NA,NA,NA,NA
"479","0","3","male",22,0,0,7.5208,"S","Mr",NA,NA,NA,NA,NA
"480","1","3","female",2,0,1,12.2875,"S","Miss",NA,NA,NA,NA,NA
"481","0","3","male",9,5,2,46.9,"S","Master",NA,NA,NA,NA,NA
"482","0","2","male",32.3680904522613,0,0,0,"S","Mr",NA,NA,NA,NA,NA
"483","0","3","male",50,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"484","1","3","female",63,0,0,9.5875,"S","Mrs",NA,NA,NA,NA,NA
"485","1","1","male",25,1,0,91.0792,"C","Mr","B","Starboard",NA,NA,NA
"486","0","3","female",21.7739726027397,3,1,25.4667,"S","Miss",NA,NA,NA,NA,NA
"487","1","1","female",35,1,0,90,"S","Mrs","C","Starboard",NA,NA,NA
"488","0","1","male",58,0,0,29.7,"C","Mr","B","Starboard",NA,NA,NA
"489","0","3","male",30,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"490","1","3","male",9,1,1,15.9,"S","Master",NA,NA,NA,NA,NA
"491","0","3","male",32.3680904522613,1,0,19.9667,"S","Mr",NA,NA,NA,NA,NA
"492","0","3","male",21,0,0,7.25,"S","Mr",NA,NA,NA,NA,NA
"493","0","1","male",55,0,0,30.5,"S","Mr","C","Port",NA,NA,NA
"494","0","1","male",71,0,0,49.5042,"C","Mr",NA,NA,NA,NA,NA
"495","0","3","male",21,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"496","0","3","male",32.3680904522613,0,0,14.4583,"C","Mr",NA,NA,NA,NA,NA
"497","1","1","female",54,1,0,78.2667,"C","Miss","D","Port",NA,NA,NA
"498","0","3","male",32.3680904522613,0,0,15.1,"S","Mr",NA,NA,NA,NA,NA
"499","0","1","female",25,1,2,151.55,"S","Mrs","C","Port","Port",NA,NA
"500","0","3","male",24,0,0,7.7958,"S","Mr",NA,NA,NA,NA,NA
"501","0","3","male",17,0,0,8.6625,"S","Mr",NA,NA,NA,NA,NA
"502","0","3","female",21,0,0,7.75,"Q","Miss",NA,NA,NA,NA,NA
"503","0","3","female",21.7739726027397,0,0,7.6292,"Q","Miss",NA,NA,NA,NA,NA
"504","0","3","female",37,0,0,9.5875,"S","Miss",NA,NA,NA,NA,NA
"505","1","1","female",16,0,0,86.5,"S","Miss","B","Starboard",NA,NA,NA
"506","0","1","male",18,1,0,108.9,"C","Mr","C","Starboard",NA,NA,NA
"507","1","2","female",33,0,2,26,"S","Mrs",NA,NA,NA,NA,NA
"508","1","1","male",32.3680904522613,0,0,26.55,"S","Mr",NA,NA,NA,NA,NA
"509","0","3","male",28,0,0,22.525,"S","Mr",NA,NA,NA,NA,NA
"510","1","3","male",26,0,0,56.4958,"S","Mr",NA,NA,NA,NA,NA
"511","1","3","male",29,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"512","0","3","male",32.3680904522613,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"513","1","1","male",36,0,0,26.2875,"S","Mr","E","Starboard",NA,NA,NA
"514","1","1","female",54,1,0,59.4,"C","Mrs",NA,NA,NA,NA,NA
"515","0","3","male",24,0,0,7.4958,"S","Mr",NA,NA,NA,NA,NA
"516","0","1","male",47,0,0,34.0208,"S","Mr","D","Port",NA,NA,NA
"517","1","2","female",34,0,0,10.5,"S","Mrs","F","Starboard",NA,NA,NA
"518","0","3","male",32.3680904522613,0,0,24.15,"Q","Mr",NA,NA,NA,NA,NA
"519","1","2","female",36,1,0,26,"S","Mrs",NA,NA,NA,NA,NA
"520","0","3","male",32,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"521","1","1","female",30,0,0,93.5,"S","Miss","B","Starboard",NA,NA,NA
"522","0","3","male",22,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"523","0","3","male",32.3680904522613,0,0,7.225,"C","Mr",NA,NA,NA,NA,NA
"524","1","1","female",44,0,1,57.9792,"C","Mrs","B","Port",NA,NA,NA
"525","0","3","male",32.3680904522613,0,0,7.2292,"C","Mr",NA,NA,NA,NA,NA
"526","0","3","male",40.5,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"527","1","2","female",50,0,0,10.5,"S","Miss",NA,NA,NA,NA,NA
"528","0","1","male",32.3680904522613,0,0,221.7792,"S","Mr","C","Starboard",NA,NA,NA
"529","0","3","male",39,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"530","0","2","male",23,2,1,11.5,"S","Mr",NA,NA,NA,NA,NA
"531","1","2","female",2,1,1,26,"S","Miss",NA,NA,NA,NA,NA
"532","0","3","male",32.3680904522613,0,0,7.2292,"C","Mr",NA,NA,NA,NA,NA
"533","0","3","male",17,1,1,7.2292,"C","Mr",NA,NA,NA,NA,NA
"534","1","3","female",35.8981481481481,0,2,22.3583,"C","Mrs",NA,NA,NA,NA,NA
"535","0","3","female",30,0,0,8.6625,"S","Miss",NA,NA,NA,NA,NA
"536","1","2","female",7,0,2,26.25,"S","Miss",NA,NA,NA,NA,NA
"537","0","1","male",45,0,0,26.55,"S","Major","B","Port",NA,NA,NA
"538","1","1","female",30,0,0,106.425,"C","Miss",NA,NA,NA,NA,NA
"539","0","3","male",32.3680904522613,0,0,14.5,"S","Mr",NA,NA,NA,NA,NA
"540","1","1","female",22,0,2,49.5,"C","Miss","B","Starboard",NA,NA,NA
"541","1","1","female",36,0,2,71,"S","Miss","B","Port",NA,NA,NA
"542","0","3","female",9,4,2,31.275,"S","Miss",NA,NA,NA,NA,NA
"543","0","3","female",11,4,2,31.275,"S","Miss",NA,NA,NA,NA,NA
"544","1","2","male",32,1,0,26,"S","Mr",NA,NA,NA,NA,NA
"545","0","1","male",50,1,0,106.425,"C","Mr","C","Port",NA,NA,NA
"546","0","1","male",64,0,0,26,"S","Mr",NA,NA,NA,NA,NA
"547","1","2","female",19,1,0,26,"S","Mrs",NA,NA,NA,NA,NA
"548","1","2","male",32.3680904522613,0,0,13.8625,"C","Mr",NA,NA,NA,NA,NA
"549","0","3","male",33,1,1,20.525,"S","Mr",NA,NA,NA,NA,NA
"550","1","2","male",8,1,1,36.75,"S","Master",NA,NA,NA,NA,NA
"551","1","1","male",17,0,2,110.8833,"C","Mr","C","Port",NA,NA,NA
"552","0","2","male",27,0,0,26,"S","Mr",NA,NA,NA,NA,NA
"553","0","3","male",32.3680904522613,0,0,7.8292,"Q","Mr",NA,NA,NA,NA,NA
"554","1","3","male",22,0,0,7.225,"C","Mr",NA,NA,NA,NA,NA
"555","1","3","female",22,0,0,7.775,"S","Miss",NA,NA,NA,NA,NA
"556","0","1","male",62,0,0,26.55,"S","Mr",NA,NA,NA,NA,NA
"557","1","1","female",48,1,0,39.6,"C","Lady","A","Port",NA,NA,NA
"558","0","1","male",32.3680904522613,0,0,227.525,"C","Mr",NA,NA,NA,NA,NA
"559","1","1","female",39,1,1,79.65,"S","Mrs","E","Starboard",NA,NA,NA
"560","1","3","female",36,1,0,17.4,"S","Mrs",NA,NA,NA,NA,NA
"561","0","3","male",32.3680904522613,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"562","0","3","male",40,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"563","0","2","male",28,0,0,13.5,"S","Mr",NA,NA,NA,NA,NA
"564","0","3","male",32.3680904522613,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"565","0","3","female",21.7739726027397,0,0,8.05,"S","Miss",NA,NA,NA,NA,NA
"566","0","3","male",24,2,0,24.15,"S","Mr",NA,NA,NA,NA,NA
"567","0","3","male",19,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"568","0","3","female",29,0,4,21.075,"S","Mrs",NA,NA,NA,NA,NA
"569","0","3","male",32.3680904522613,0,0,7.2292,"C","Mr",NA,NA,NA,NA,NA
"570","1","3","male",32,0,0,7.8542,"S","Mr",NA,NA,NA,NA,NA
"571","1","2","male",62,0,0,10.5,"S","Mr",NA,NA,NA,NA,NA
"572","1","1","female",53,2,0,51.4792,"S","Mrs","C","Starboard",NA,NA,NA
"573","1","1","male",36,0,0,26.3875,"S","Mr","E","Starboard",NA,NA,NA
"574","1","3","female",21.7739726027397,0,0,7.75,"Q","Miss",NA,NA,NA,NA,NA
"575","0","3","male",16,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"576","0","3","male",19,0,0,14.5,"S","Mr",NA,NA,NA,NA,NA
"577","1","2","female",34,0,0,13,"S","Miss",NA,NA,NA,NA,NA
"578","1","1","female",39,1,0,55.9,"S","Mrs","E","Port",NA,NA,NA
"579","0","3","female",35.8981481481481,1,0,14.4583,"C","Mrs",NA,NA,NA,NA,NA
"580","1","3","male",32,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"581","1","2","female",25,1,1,30,"S","Miss",NA,NA,NA,NA,NA
"582","1","1","female",39,1,1,110.8833,"C","Mrs","C","Port",NA,NA,NA
"583","0","2","male",54,0,0,26,"S","Mr",NA,NA,NA,NA,NA
"584","0","1","male",36,0,0,40.125,"C","Mr","A","Port",NA,NA,NA
"585","0","3","male",32.3680904522613,0,0,8.7125,"C","Mr",NA,NA,NA,NA,NA
"586","1","1","female",18,0,2,79.65,"S","Miss","E","Port",NA,NA,NA
"587","0","2","male",47,0,0,15,"S","Mr",NA,NA,NA,NA,NA
"588","1","1","male",60,1,1,79.2,"C","Mr","B","Starboard",NA,NA,NA
"589","0","3","male",22,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"590","0","3","male",32.3680904522613,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"591","0","3","male",35,0,0,7.125,"S","Mr",NA,NA,NA,NA,NA
"592","1","1","female",52,1,0,78.2667,"C","Mrs","D","Port",NA,NA,NA
"593","0","3","male",47,0,0,7.25,"S","Mr",NA,NA,NA,NA,NA
"594","0","3","female",21.7739726027397,0,2,7.75,"Q","Miss",NA,NA,NA,NA,NA
"595","0","2","male",37,1,0,26,"S","Mr",NA,NA,NA,NA,NA
"596","0","3","male",36,1,1,24.15,"S","Mr",NA,NA,NA,NA,NA
"597","1","2","female",21.7739726027397,0,0,33,"S","Miss",NA,NA,NA,NA,NA
"598","0","3","male",49,0,0,0,"S","Mr",NA,NA,NA,NA,NA
"599","0","3","male",32.3680904522613,0,0,7.225,"C","Mr",NA,NA,NA,NA,NA
"600","1","1","male",49,1,0,56.9292,"C","Sir","A","Port",NA,NA,NA
"601","1","2","female",24,2,1,27,"S","Mrs",NA,NA,NA,NA,NA
"602","0","3","male",32.3680904522613,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"603","0","1","male",32.3680904522613,0,0,42.4,"S","Mr",NA,NA,NA,NA,NA
"604","0","3","male",44,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"605","1","1","male",35,0,0,26.55,"C","Mr",NA,NA,NA,NA,NA
"606","0","3","male",36,1,0,15.55,"S","Mr",NA,NA,NA,NA,NA
"607","0","3","male",30,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"608","1","1","male",27,0,0,30.5,"S","Mr",NA,NA,NA,NA,NA
"609","1","2","female",22,1,2,41.5792,"C","Mrs",NA,NA,NA,NA,NA
"610","1","1","female",40,0,0,153.4625,"S","Miss","C","Starboard",NA,NA,NA
"611","0","3","female",39,1,5,31.275,"S","Mrs",NA,NA,NA,NA,NA
"612","0","3","male",32.3680904522613,0,0,7.05,"S","Mr",NA,NA,NA,NA,NA
"613","1","3","female",21.7739726027397,1,0,15.5,"Q","Miss",NA,NA,NA,NA,NA
"614","0","3","male",32.3680904522613,0,0,7.75,"Q","Mr",NA,NA,NA,NA,NA
"615","0","3","male",35,0,0,8.05,"S","Mr",NA,NA,NA,NA,NA
"616","1","2","female",24,1,2,65,"S","Miss",NA,NA,NA,NA,NA
"617","0","3","male",34,1,1,14.4,"S","Mr",NA,NA,NA,NA,NA
"618","0","3","female",26,1,0,16.1,"S","Mrs",NA,NA,NA,NA,NA
"619","1","2","female",4,2,1,39,"S","Miss","F","Port",NA,NA,NA
"620","0","2","male",26,0,0,10.5,"S","Mr",NA,NA,NA,NA,NA
"621","0","3","male",27,1,0,14.4542,"C","Mr",NA,NA,NA,NA,NA
"622","1","1","male",42,1,0,52.5542,"S","Mr","D","Starboard",NA,NA,NA
"623","1","3","male",20,1,1,15.7417,"C","Mr",NA,NA,NA,NA,NA
"624","0","3","male",21,0,0,7.8542,"S","Mr",NA,NA,NA,NA,NA
"625","0","3","male",21,0,0,16.1,"S","Mr",NA,NA,NA,NA,NA
"626","0","1","male",61,0,0,32.3208,"S","Mr","D","Port",NA,NA,NA
"627","0","2","male",57,0,0,12.35,"Q","Rev",NA,NA,NA,NA,NA
"628","1","1","female",21,0,0,77.9583,"S","Miss","D","Starboard",NA,NA,NA
"629","0","3","male",26,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"630","0","3","male",32.3680904522613,0,0,7.7333,"Q","Mr",NA,NA,NA,NA,NA
"631","1","1","male",80,0,0,30,"S","Mr","A","Starboard",NA,NA,NA
"632","0","3","male",51,0,0,7.0542,"S","Mr",NA,NA,NA,NA,NA
"633","1","1","male",32,0,0,30.5,"C","Dr","B","Port",NA,NA,NA
"634","0","1","male",32.3680904522613,0,0,0,"S","Mr",NA,NA,NA,NA,NA
"635","0","3","female",9,3,2,27.9,"S","Miss",NA,NA,NA,NA,NA
"636","1","2","female",28,0,0,13,"S","Miss",NA,NA,NA,NA,NA
"637","0","3","male",32,0,0,7.925,"S","Mr",NA,NA,NA,NA,NA
"638","0","2","male",31,1,1,26.25,"S","Mr",NA,NA,NA,NA,NA
"639","0","3","female",41,0,5,39.6875,"S","Mrs",NA,NA,NA,NA,NA
"640","0","3","male",32.3680904522613,1,0,16.1,"S","Mr",NA,NA,NA,NA,NA
"641","0","3","male",20,0,0,7.8542,"S","Mr",NA,NA,NA,NA,NA
"642","1","1","female",24,0,0,69.3,"C","Mlle","B","Starboard",NA,NA,NA
"643","0","3","female",2,3,2,27.9,"S","Miss",NA,NA,NA,NA,NA
"644","1","3","male",32.3680904522613,0,0,56.4958,"S","Mr",NA,NA,NA,NA,NA
"645","1","3","female",0.75,2,1,19.2583,"C","Miss",NA,NA,NA,NA,NA
"646","1","1","male",48,1,0,76.7292,"C","Mr","D","Starboard",NA,NA,NA
"647","0","3","male",19,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"648","1","1","male",56,0,0,35.5,"C","Col","A","Port",NA,NA,NA
"649","0","3","male",32.3680904522613,0,0,7.55,"S","Mr",NA,NA,NA,NA,NA
"650","1","3","female",23,0,0,7.55,"S","Miss",NA,NA,NA,NA,NA
"651","0","3","male",32.3680904522613,0,0,7.8958,"S","Mr",NA,NA,NA,NA,NA
"652","1","2","female",18,0,1,23,"S","Miss",NA,NA,NA,NA,NA
"653","0","3","male",21,0,0,8.4333,"S","Mr",NA,NA,NA,NA,NA
